image_id,label
hors_type/DSC01570_geotag_ROI_8__rot90.png,1
hors_type/DSC01506_geotag_ROI_10__rot90.png,1
betterave/000555__rot90.png,2
epinard/000088__fliph.png,4
hors_type/DSC01634_geotag_ROI_2__fliph.png,1
betterave/001993__flipv.png,2
persil/000184.png,3
weeds/DSC01620_geotag_ROI_79.png,0
hors_type/DSC01566_geotag_ROI_3__rot-90.png,1
epinard/000682__fliph.png,4
epinard/000151__fliph.png,4
betterave/000501__flipv.png,2
hors_type/DSC01482_geotag_ROI_110__fliph.png,1
betterave/001844__flipv.png,2
epinard/000136__flipv.png,4
epinard/001062__flipv.png,4
persil/000063.png,3
epinard/001008__flipv.png,4
weeds/DSC01513_geotag_ROI_8.png,0
weeds/DSC01617_geotag_ROI_6.png,0
persil/000564__flipv.png,3
persil/000847.png,3
weeds/DSC01512_geotag_ROI_0.png,0
hors_type/DSC01562_geotag_ROI_29__flipv.png,1
hors_type/DSC01623_geotag_ROI_82__rot90.png,1
persil/001462.png,3
hors_type/DSC01586_geotag_ROI_1__rot90.png,1
persil/000314.png,3
hors_type/DSC01578_geotag_ROI_1.png,1
persil/001193__flipv.png,3
betterave/001573__rot-180.png,2
betterave/001864__rot90.png,2
weeds/DSC01587_geotag_ROI_4.png,0
epinard/000273__flipv.png,4
weeds/DSC01524_geotag_ROI_6.png,0
epinard/000275__fliph.png,4
hors_type/DSC01512_geotag_ROI_18__fliph.png,1
weeds/DSC01605_geotag_ROI_127.png,0
weeds/DSC01605_geotag_ROI_449.png,0
betterave/000929__flipv.png,2
epinard/000450__fliph.png,4
persil/001713__flipv.png,3
hors_type/DSC01503_geotag_ROI_68__fliph.png,1
epinard/001191__flipv.png,4
betterave/000484__fliph.png,2
weeds/DSC01592_geotag_ROI_20.png,0
weeds/DSC01605_geotag_ROI_369.png,0
persil/000295__flipv.png,3
weeds/DSC01581_geotag_ROI_0.png,0
hors_type/DSC01612_geotag_ROI_1.png,1
betterave/001189__flipv.png,2
persil/000149__flipv.png,3
epinard/000722__flipv.png,4
epinard/001304.png,4
hors_type/DSC01608_geotag_ROI_7__fliph.png,1
epinard/000479__fliph.png,4
weeds/DSC01565_geotag_ROI_17.png,0
betterave/001935__flipv.png,2
hors_type/DSC01506_geotag_ROI_27.png,1
hors_type/DSC01528_geotag_ROI_13__flipv.png,1
weeds/DSC01620_geotag_ROI_7.png,0
weeds/011572.png,0
persil/001808__flipv.png,3
hors_type/DSC01620_geotag_ROI_107.png,1
betterave/000963__flipv.png,2
betterave/000939.png,2
hors_type/DSC01599_geotag_ROI_16__rot-90.png,1
weeds/022223.png,0
weeds/DSC01605_geotag_ROI_593.png,0
hors_type/DSC01485_geotag_ROI_31.png,1
epinard/000770__flipv.png,4
persil/001586.png,3
hors_type/DSC01613_geotag_ROI_5.png,1
hors_type/DSC01604_geotag_ROI_34.png,1
persil/001197__flipv.png,3
epinard/000434.png,4
hors_type/DSC01506_geotag_ROI_17__flipv.png,1
persil/001859.png,3
weeds/DSC01491_geotag_ROI_16.png,0
epinard/001239__fliph.png,4
hors_type/DSC01634_geotag_ROI_8__fliph.png,1
hors_type/DSC01614_geotag_ROI_22__flipv.png,1
persil/001985__flipv.png,3
persil/001486__flipv.png,3
hors_type/DSC01559_geotag_ROI_16__fliph.png,1
persil/001594.png,3
persil/000839.png,3
hors_type/DSC01634_geotag_ROI_8.png,1
hors_type/DSC01634_geotag_ROI_12__rot90.png,1
epinard/000474__fliph.png,4
betterave/001837__flipv.png,2
epinard/000775.png,4
betterave/000742__fliph.png,2
hors_type/DSC01570_geotag_ROI_4__flipv.png,1
hors_type/DSC01643_geotag_ROI_20.png,1
weeds/DSC01600_geotag_ROI_9.png,0
persil/001437.png,3
betterave/001398__rot-180.png,2
epinard/000387__flipv.png,4
hors_type/DSC01521_geotag_ROI_8.png,1
hors_type/DSC01631_geotag_ROI_4__rot90.png,1
hors_type/DSC01576_geotag_ROI_37__fliph.png,1
betterave/001375__flipv.png,2
persil/000774.png,3
weeds/DSC01599_geotag_ROI_24.png,0
betterave/001964__rot-180.png,2
weeds/DSC01605_geotag_ROI_478.png,0
weeds/DSC01615_geotag_ROI_15.png,0
betterave/002004__fliph.png,2
weeds/DSC01524_geotag_ROI_26.png,0
betterave/000451.png,2
persil/001157.png,3
hors_type/DSC01503_geotag_ROI_17__rot-90.png,1
weeds/DSC01597_geotag_ROI_3.png,0
hors_type/DSC01498_geotag_ROI_3.png,1
epinard/000672__fliph.png,4
weeds/DSC01605_geotag_ROI_374.png,0
epinard/000248__fliph.png,4
persil/001635.png,3
persil/001710.png,3
epinard/000800__fliph.png,4
persil/001383.png,3
epinard/000558__flipv.png,4
weeds/DSC01604_geotag_ROI_111.png,0
epinard/000705.png,4
betterave/000923__rot-180.png,2
weeds/DSC01604_geotag_ROI_108.png,0
weeds/DSC01559_geotag_ROI_18.png,0
betterave/000486__flipv.png,2
persil/001570__flipv.png,3
weeds/DSC01620_geotag_ROI_39.png,0
betterave/000475__rot90.png,2
betterave/001835__fliph.png,2
hors_type/DSC01585_geotag_ROI_2__rot90.png,1
betterave/000868__flipv.png,2
hors_type/DSC01576_geotag_ROI_6__rot90.png,1
persil/001764.png,3
persil/000512__flipv.png,3
epinard/000906.png,4
persil/000586.png,3
hors_type/DSC01535_geotag_ROI_9__rot-90.png,1
hors_type/DSC01544_geotag_ROI_14__fliph.png,1
persil/000252__flipv.png,3
persil/001113.png,3
persil/001752.png,3
epinard/000956__fliph.png,4
betterave/000871.png,2
epinard/000218.png,4
weeds/DSC01567_geotag_ROI_22.png,0
persil/001289__flipv.png,3
epinard/000060__flipv.png,4
epinard/000058__fliph.png,4
weeds/DSC01482_geotag_ROI_61.png,0
betterave/000480.png,2
persil/001935.png,3
weeds/DSC01618_geotag_ROI_35.png,0
weeds/010659.png,0
epinard/000556__flipv.png,4
weeds/DSC01485_geotag_ROI_6.png,0
persil/001325.png,3
persil/001608.png,3
persil/001310.png,3
hors_type/DSC01538_geotag_ROI_23__rot90.png,1
weeds/DSC01605_geotag_ROI_735.png,0
betterave/001496__rot-180.png,2
persil/001383__flipv.png,3
hors_type/DSC01544_geotag_ROI_16__rot90.png,1
weeds/DSC01493_geotag_ROI_14.png,0
weeds/DSC01587_geotag_ROI_43.png,0
weeds/DSC01524_geotag_ROI_30.png,0
weeds/DSC01604_geotag_ROI_90.png,0
epinard/001006__flipv.png,4
epinard/001158__flipv.png,4
epinard/000271.png,4
persil/000217__flipv.png,3
betterave/000567.png,2
persil/000976__flipv.png,3
epinard/000177__fliph.png,4
persil/001759__flipv.png,3
weeds/DSC01616_geotag_ROI_0.png,0
weeds/DSC01489_geotag_ROI_12.png,0
persil/001443__flipv.png,3
betterave/000875.png,2
weeds/DSC01482_geotag_ROI_128.png,0
persil/001406__flipv.png,3
hors_type/DSC01567_geotag_ROI_19.png,1
epinard/001046.png,4
epinard/000616.png,4
weeds/DSC01620_geotag_ROI_30.png,0
persil/001154.png,3
weeds/DSC01503_geotag_ROI_32.png,0
hors_type/DSC01570_geotag_ROI_21__rot90.png,1
hors_type/DSC01485_geotag_ROI_61__rot-90.png,1
hors_type/DSC01494_geotag_ROI_20__fliph.png,1
persil/001863.png,3
epinard/000721__fliph.png,4
epinard/000084__flipv.png,4
epinard/000012__flipv.png,4
betterave/000715__fliph.png,2
epinard/000475.png,4
weeds/DSC01618_geotag_ROI_29.png,0
hors_type/DSC01550_geotag_ROI_12__rot-90.png,1
betterave/000886__flipv.png,2
weeds/000096.png,0
weeds/DSC01605_geotag_ROI_747.png,0
hors_type/DSC01535_geotag_ROI_1__fliph.png,1
hors_type/DSC01521_geotag_ROI_24__flipv.png,1
persil/000598.png,3
weeds/DSC01486_geotag_ROI_43.png,0
betterave/001331__rot90.png,2
weeds/DSC01487_geotag_ROI_13.png,0
hors_type/DSC01544_geotag_ROI_27__flipv.png,1
hors_type/DSC01503_geotag_ROI_59.png,1
weeds/DSC01522_geotag_ROI_5.png,0
betterave/000984__rot-180.png,2
weeds/DSC01606_geotag_ROI_62.png,0
persil/001879.png,3
epinard/001043.png,4
epinard/000527__flipv.png,4
betterave/001423__rot90.png,2
weeds/DSC01605_geotag_ROI_604.png,0
persil/001019.png,3
persil/001467__flipv.png,3
epinard/001127__fliph.png,4
betterave/001844__fliph.png,2
epinard/000337__fliph.png,4
epinard/000310__fliph.png,4
weeds/DSC01488_geotag_ROI_21.png,0
betterave/000562.png,2
persil/001183.png,3
persil/001157__flipv.png,3
epinard/000278.png,4
betterave/000771__rot90.png,2
hors_type/DSC01567_geotag_ROI_16__rot90.png,1
weeds/DSC01560_geotag_ROI_29.png,0
epinard/000579__flipv.png,4
epinard/000971__fliph.png,4
weeds/DSC01603_geotag_ROI_1.png,0
betterave/001438.png,2
epinard/000772__fliph.png,4
persil/001777.png,3
betterave/001846__rot-180.png,2
hors_type/DSC01544_geotag_ROI_22__flipv.png,1
hors_type/DSC01576_geotag_ROI_40.png,1
betterave/000337__rot90.png,2
weeds/DSC01560_geotag_ROI_70.png,0
hors_type/DSC01535_geotag_ROI_16__flipv.png,1
weeds/DSC01589_geotag_ROI_39.png,0
weeds/DSC01603_geotag_ROI_5.png,0
persil/001296__flipv.png,3
persil/000764.png,3
hors_type/DSC01584_geotag_ROI_0__rot-90.png,1
weeds/DSC01605_geotag_ROI_207.png,0
persil/001247.png,3
epinard/001333__fliph.png,4
weeds/DSC01588_geotag_ROI_17.png,0
betterave/000604__fliph.png,2
epinard/000735__fliph.png,4
betterave/001649__fliph.png,2
hors_type/DSC01541_geotag_ROI_0__flipv.png,1
betterave/000487__flipv.png,2
persil/001721__flipv.png,3
persil/000096__flipv.png,3
betterave/001840.png,2
epinard/000054__fliph.png,4
epinard/001096__flipv.png,4
weeds/DSC01605_geotag_ROI_7.png,0
weeds/DSC01488_geotag_ROI_38.png,0
weeds/DSC01619_geotag_ROI_49.png,0
hors_type/DSC01512_geotag_ROI_2__flipv.png,1
epinard/000016__fliph.png,4
hors_type/DSC01544_geotag_ROI_27__fliph.png,1
betterave/000782.png,2
persil/000769.png,3
betterave/001228__rot-180.png,2
betterave/000851__flipv.png,2
weeds/DSC01587_geotag_ROI_12.png,0
persil/000780.png,3
epinard/000579__fliph.png,4
betterave/001153.png,2
hors_type/DSC01640_geotag_ROI_21__rot90.png,1
persil/001782.png,3
epinard/001135__fliph.png,4
persil/000623.png,3
betterave/000517__fliph.png,2
betterave/001522__flipv.png,2
weeds/DSC01490_geotag_ROI_29.png,0
hors_type/DSC01482_geotag_ROI_131__fliph.png,1
persil/000389.png,3
persil/001652.png,3
betterave/000731__flipv.png,2
persil/001041.png,3
epinard/000162__flipv.png,4
epinard/000767__flipv.png,4
persil/000624.png,3
weeds/DSC01565_geotag_ROI_15.png,0
epinard/000068.png,4
hors_type/DSC01521_geotag_ROI_15__fliph.png,1
betterave/000538__rot-180.png,2
hors_type/DSC01623_geotag_ROI_82.png,1
hors_type/DSC01544_geotag_ROI_28__rot90.png,1
weeds/DSC01552_geotag_ROI_0.png,0
hors_type/DSC01631_geotag_ROI_5__rot-90.png,1
persil/000443.png,3
hors_type/DSC01506_geotag_ROI_1__fliph.png,1
hors_type/DSC01585_geotag_ROI_10__rot90.png,1
persil/000609.png,3
epinard/000630.png,4
persil/000613.png,3
weeds/DSC01555_geotag_ROI_10.png,0
weeds/DSC01605_geotag_ROI_578.png,0
persil/000457.png,3
persil/000492.png,3
weeds/DSC01494_geotag_ROI_31.png,0
weeds/DSC01487_geotag_ROI_67.png,0
persil/001112.png,3
weeds/DSC01589_geotag_ROI_24.png,0
betterave/001891__fliph.png,2
persil/000636__flipv.png,3
epinard/000171__flipv.png,4
hors_type/DSC01524_geotag_ROI_12__fliph.png,1
betterave/001878__rot-180.png,2
betterave/001336__rot90.png,2
hors_type/DSC01482_geotag_ROI_131__rot-90.png,1
hors_type/DSC01570_geotag_ROI_19__rot90.png,1
epinard/001187__flipv.png,4
weeds/DSC01559_geotag_ROI_45.png,0
weeds/DSC01619_geotag_ROI_72.png,0
hors_type/DSC01530_geotag_ROI_18.png,1
epinard/001235__fliph.png,4
betterave/000795__flipv.png,2
weeds/DSC01485_geotag_ROI_53.png,0
epinard/000594.png,4
persil/000654.png,3
betterave/001451__fliph.png,2
persil/000228__flipv.png,3
weeds/DSC01504_geotag_ROI_1.png,0
betterave/001786.png,2
hors_type/DSC01547_geotag_ROI_3__rot-90.png,1
hors_type/DSC01602_geotag_ROI_8__fliph.png,1
weeds/DSC01503_geotag_ROI_6.png,0
persil/001255__flipv.png,3
weeds/DSC01485_geotag_ROI_22.png,0
epinard/000902.png,4
betterave/000358__rot90.png,2
betterave/001851__rot-180.png,2
hors_type/DSC01524_geotag_ROI_10__rot90.png,1
persil/000200.png,3
weeds/DSC01605_geotag_ROI_152.png,0
persil/001617__flipv.png,3
persil/000796__flipv.png,3
persil/000080.png,3
weeds/DSC01528_geotag_ROI_24.png,0
weeds/DSC01525_geotag_ROI_6.png,0
hors_type/DSC01503_geotag_ROI_21__rot90.png,1
betterave/001671__fliph.png,2
epinard/000250__flipv.png,4
hors_type/DSC01620_geotag_ROI_76__flipv.png,1
persil/001141.png,3
epinard/000242.png,4
weeds/DSC01606_geotag_ROI_32.png,0
hors_type/DSC01488_geotag_ROI_31.png,1
epinard/000316.png,4
weeds/DSC01516_geotag_ROI_75.png,0
betterave/001242__fliph.png,2
weeds/DSC01516_geotag_ROI_85.png,0
persil/000567__flipv.png,3
epinard/000525.png,4
betterave/001552__flipv.png,2
weeds/DSC01605_geotag_ROI_330.png,0
weeds/DSC01507_geotag_ROI_5.png,0
betterave/000734__fliph.png,2
weeds/010397.png,0
hors_type/DSC01588_geotag_ROI_24__flipv.png,1
weeds/DSC01552_geotag_ROI_16.png,0
persil/000503__flipv.png,3
weeds/DSC01524_geotag_ROI_19.png,0
betterave/001582__fliph.png,2
persil/000281__flipv.png,3
epinard/000253__flipv.png,4
weeds/DSC01516_geotag_ROI_9.png,0
epinard/000127__fliph.png,4
persil/001340__flipv.png,3
betterave/000870__rot-180.png,2
persil/000737.png,3
epinard/000173__flipv.png,4
persil/000327.png,3
hors_type/DSC01614_geotag_ROI_22.png,1
hors_type/DSC01506_geotag_ROI_1.png,1
epinard/001195.png,4
epinard/000572__flipv.png,4
betterave/001580__flipv.png,2
betterave/002027.png,2
weeds/DSC01604_geotag_ROI_48.png,0
hors_type/DSC01531_geotag_ROI_3__rot-90.png,1
weeds/018345.png,0
weeds/DSC01589_geotag_ROI_35.png,0
weeds/DSC01613_geotag_ROI_11.png,0
hors_type/DSC01601_geotag_ROI_0__fliph.png,1
betterave/000944__rot90.png,2
betterave/001780__rot-180.png,2
epinard/001169__fliph.png,4
epinard/001023.png,4
epinard/000215__fliph.png,4
weeds/DSC01604_geotag_ROI_55.png,0
hors_type/DSC01544_geotag_ROI_7__rot90.png,1
persil/000229.png,3
betterave/000267__fliph.png,2
epinard/000567__fliph.png,4
betterave/000716__rot-180.png,2
weeds/DSC01620_geotag_ROI_71.png,0
epinard/000853__fliph.png,4
epinard/000578.png,4
weeds/DSC01487_geotag_ROI_91.png,0
weeds/DSC01605_geotag_ROI_333.png,0
persil/000090.png,3
epinard/000090.png,4
epinard/000494__flipv.png,4
epinard/000942.png,4
persil/001763__flipv.png,3
hors_type/DSC01566_geotag_ROI_0__rot90.png,1
hors_type/DSC01567_geotag_ROI_5__flipv.png,1
persil/001576__flipv.png,3
weeds/DSC01490_geotag_ROI_6.png,0
betterave/000490__rot90.png,2
persil/000980__flipv.png,3
epinard/000957.png,4
epinard/000218__fliph.png,4
weeds/DSC01591_geotag_ROI_41.png,0
persil/000464.png,3
betterave/002014__flipv.png,2
betterave/001239.png,2
persil/000582__flipv.png,3
epinard/000264__flipv.png,4
betterave/001146__rot-180.png,2
hors_type/DSC01614_geotag_ROI_3__flipv.png,1
epinard/000088__flipv.png,4
epinard/000474__flipv.png,4
weeds/DSC01559_geotag_ROI_56.png,0
persil/000391.png,3
betterave/000861__fliph.png,2
weeds/DSC01605_geotag_ROI_415.png,0
betterave/000327__fliph.png,2
persil/001958__flipv.png,3
betterave/001176.png,2
hors_type/DSC01611_geotag_ROI_12__rot90.png,1
betterave/000527__fliph.png,2
betterave/000533__flipv.png,2
weeds/DSC01562_geotag_ROI_10.png,0
betterave/000400__rot-180.png,2
persil/000221.png,3
persil/000264.png,3
weeds/DSC01620_geotag_ROI_22.png,0
weeds/011123.png,0
persil/000862.png,3
hors_type/DSC01498_geotag_ROI_20__flipv.png,1
hors_type/DSC01570_geotag_ROI_0__rot-90.png,1
weeds/DSC01605_geotag_ROI_472.png,0
epinard/001298__flipv.png,4
hors_type/DSC01626_geotag_ROI_8__rot90.png,1
betterave/001945__flipv.png,2
weeds/DSC01485_geotag_ROI_15.png,0
epinard/001230.png,4
weeds/DSC01621_geotag_ROI_19.png,0
persil/001171.png,3
weeds/DSC01605_geotag_ROI_324.png,0
epinard/000973__fliph.png,4
betterave/001703__rot90.png,2
weeds/010756.png,0
epinard/000634.png,4
persil/000795.png,3
epinard/000818__flipv.png,4
hors_type/DSC01603_geotag_ROI_19__rot90.png,1
epinard/001262.png,4
epinard/000074__flipv.png,4
hors_type/DSC01576_geotag_ROI_22__rot90.png,1
weeds/DSC01486_geotag_ROI_76.png,0
weeds/DSC01482_geotag_ROI_87.png,0
persil/000870.png,3
hors_type/DSC01506_geotag_ROI_14__rot-90.png,1
epinard/000780.png,4
weeds/DSC01484_geotag_ROI_13.png,0
hors_type/DSC01553_geotag_ROI_23__flipv.png,1
weeds/011116.png,0
persil/001381.png,3
weeds/DSC01490_geotag_ROI_34.png,0
persil/000245.png,3
epinard/000876__flipv.png,4
epinard/000761.png,4
betterave/000826__rot90.png,2
betterave/000266__rot90.png,2
hors_type/DSC01617_geotag_ROI_8.png,1
weeds/DSC01605_geotag_ROI_208.png,0
epinard/000014__flipv.png,4
persil/001360.png,3
weeds/DSC01494_geotag_ROI_30.png,0
betterave/000475__fliph.png,2
persil/001829__flipv.png,3
betterave/001365__flipv.png,2
epinard/000429.png,4
epinard/000688.png,4
hors_type/DSC01503_geotag_ROI_19__rot90.png,1
betterave/001859__rot-180.png,2
epinard/000022__flipv.png,4
hors_type/DSC01601_geotag_ROI_0__rot-90.png,1
betterave/001592.png,2
epinard/000964.png,4
weeds/DSC01621_geotag_ROI_16.png,0
persil/000622__flipv.png,3
hors_type/DSC01509_geotag_ROI_2__rot90.png,1
persil/001932.png,3
hors_type/DSC01576_geotag_ROI_17__flipv.png,1
hors_type/DSC01635_geotag_ROI_14__flipv.png,1
hors_type/DSC01524_geotag_ROI_32__rot-90.png,1
persil/001029.png,3
weeds/009285.png,0
hors_type/DSC01604_geotag_ROI_34__fliph.png,1
betterave/000922__flipv.png,2
persil/000965.png,3
epinard/000468__fliph.png,4
persil/001662.png,3
persil/000451__flipv.png,3
hors_type/DSC01535_geotag_ROI_13__rot-90.png,1
persil/001515__flipv.png,3
weeds/DSC01508_geotag_ROI_9.png,0
persil/001429.png,3
persil/001339.png,3
betterave/001360__flipv.png,2
weeds/022013.png,0
weeds/DSC01605_geotag_ROI_414.png,0
epinard/000306.png,4
epinard/000686__flipv.png,4
weeds/DSC01605_geotag_ROI_741.png,0
persil/001484.png,3
hors_type/DSC01559_geotag_ROI_16__rot90.png,1
hors_type/DSC01544_geotag_ROI_5__fliph.png,1
betterave/000574__rot-180.png,2
weeds/DSC01513_geotag_ROI_6.png,0
weeds/011659.png,0
hors_type/DSC01541_geotag_ROI_10__rot90.png,1
weeds/DSC01517_geotag_ROI_5.png,0
betterave/000689__rot90.png,2
betterave/001841__flipv.png,2
weeds/DSC01605_geotag_ROI_381.png,0
hors_type/DSC01503_geotag_ROI_37__rot90.png,1
epinard/000916__fliph.png,4
betterave/000643__rot-180.png,2
hors_type/DSC01562_geotag_ROI_11__rot90.png,1
weeds/DSC01591_geotag_ROI_49.png,0
hors_type/DSC01636_geotag_ROI_17__rot-90.png,1
betterave/000949__rot90.png,2
epinard/000254__fliph.png,4
betterave/000565__flipv.png,2
hors_type/DSC01503_geotag_ROI_21__fliph.png,1
persil/001571__flipv.png,3
betterave/001824__rot-180.png,2
betterave/001621__flipv.png,2
weeds/DSC01594_geotag_ROI_20.png,0
betterave/001067__flipv.png,2
weeds/DSC01488_geotag_ROI_32.png,0
weeds/021936.png,0
weeds/DSC01518_geotag_ROI_24.png,0
weeds/DSC01591_geotag_ROI_25.png,0
weeds/DSC01520_geotag_ROI_2.png,0
epinard/000551__fliph.png,4
persil/001009__flipv.png,3
betterave/001401.png,2
persil/000729.png,3
persil/000530.png,3
betterave/000651__flipv.png,2
hors_type/DSC01503_geotag_ROI_16__rot90.png,1
weeds/DSC01605_geotag_ROI_506.png,0
betterave/001700__fliph.png,2
epinard/000764.png,4
hors_type/DSC01544_geotag_ROI_6__rot90.png,1
persil/000987__flipv.png,3
persil/001268.png,3
epinard/000754.png,4
epinard/001213.png,4
persil/000361__flipv.png,3
betterave/000563__rot-180.png,2
betterave/001608__fliph.png,2
hors_type/DSC01589_geotag_ROI_40__fliph.png,1
betterave/001390__rot-180.png,2
weeds/011564.png,0
epinard/001170__fliph.png,4
persil/001346__flipv.png,3
weeds/DSC01489_geotag_ROI_38.png,0
epinard/000414.png,4
weeds/DSC01605_geotag_ROI_240.png,0
betterave/001422__flipv.png,2
epinard/000113__fliph.png,4
weeds/DSC01562_geotag_ROI_46.png,0
betterave/001348__rot-180.png,2
betterave/001624.png,2
betterave/001865__flipv.png,2
weeds/DSC01595_geotag_ROI_7.png,0
betterave/000631__rot-180.png,2
persil/000471__flipv.png,3
epinard/000539.png,4
epinard/000006__flipv.png,4
persil/001033.png,3
hors_type/DSC01602_geotag_ROI_20__rot90.png,1
betterave/000625.png,2
hors_type/DSC01582_geotag_ROI_1__fliph.png,1
hors_type/DSC01576_geotag_ROI_19__fliph.png,1
persil/000702__flipv.png,3
persil/001668__flipv.png,3
betterave/001177__rot90.png,2
persil/000303__flipv.png,3
epinard/000093__flipv.png,4
weeds/011011.png,0
hors_type/DSC01503_geotag_ROI_65__rot90.png,1
betterave/000980__fliph.png,2
hors_type/DSC01522_geotag_ROI_8__rot90.png,1
epinard/001283.png,4
persil/001139.png,3
persil/000228.png,3
epinard/000544.png,4
persil/000240.png,3
epinard/000383__flipv.png,4
weeds/DSC01605_geotag_ROI_147.png,0
weeds/DSC01620_geotag_ROI_26.png,0
persil/001807.png,3
weeds/DSC01620_geotag_ROI_58.png,0
weeds/DSC01605_geotag_ROI_145.png,0
persil/001065__flipv.png,3
epinard/000615__flipv.png,4
weeds/DSC01490_geotag_ROI_13.png,0
weeds/DSC01590_geotag_ROI_48.png,0
betterave/001857__fliph.png,2
betterave/001392__rot90.png,2
hors_type/DSC01482_geotag_ROI_110.png,1
epinard/001211__flipv.png,4
hors_type/DSC01521_geotag_ROI_3.png,1
weeds/DSC01589_geotag_ROI_50.png,0
hors_type/DSC01634_geotag_ROI_2__rot-90.png,1
betterave/001759.png,2
hors_type/DSC01581_geotag_ROI_3__rot90.png,1
hors_type/DSC01636_geotag_ROI_17__rot90.png,1
persil/000254.png,3
hors_type/DSC01631_geotag_ROI_6__rot90.png,1
epinard/001057__flipv.png,4
weeds/DSC01605_geotag_ROI_193.png,0
persil/001324.png,3
betterave/000670__rot-180.png,2
hors_type/DSC01576_geotag_ROI_22.png,1
epinard/000089__fliph.png,4
weeds/011562.png,0
betterave/001836.png,2
weeds/DSC01553_geotag_ROI_29.png,0
epinard/000782__fliph.png,4
persil/000355.png,3
epinard/000902__fliph.png,4
betterave/001347__rot90.png,2
betterave/000885__flipv.png,2
betterave/001867.png,2
weeds/DSC01528_geotag_ROI_6.png,0
weeds/DSC01552_geotag_ROI_5.png,0
betterave/001701__rot90.png,2
weeds/DSC01527_geotag_ROI_12.png,0
weeds/DSC01493_geotag_ROI_1.png,0
weeds/DSC01570_geotag_ROI_15.png,0
hors_type/DSC01512_geotag_ROI_16__flipv.png,1
epinard/001035__fliph.png,4
weeds/DSC01484_geotag_ROI_43.png,0
weeds/DSC01604_geotag_ROI_6.png,0
persil/001496.png,3
persil/001373__flipv.png,3
persil/000557.png,3
epinard/001208__flipv.png,4
betterave/001847.png,2
weeds/DSC01516_geotag_ROI_86.png,0
epinard/000765__flipv.png,4
persil/000824.png,3
betterave/001360.png,2
weeds/DSC01605_geotag_ROI_308.png,0
persil/000536__flipv.png,3
epinard/001082.png,4
epinard/001250__flipv.png,4
epinard/000183.png,4
epinard/000663__flipv.png,4
weeds/DSC01556_geotag_ROI_11.png,0
betterave/000768__fliph.png,2
persil/000607__flipv.png,3
hors_type/DSC01550_geotag_ROI_3__fliph.png,1
epinard/000236__flipv.png,4
hors_type/DSC01620_geotag_ROI_51__rot-90.png,1
betterave/001978__rot-180.png,2
betterave/000646__rot90.png,2
betterave/000874__rot90.png,2
hors_type/DSC01608_geotag_ROI_7.png,1
persil/000074.png,3
epinard/000895__flipv.png,4
persil/001216__flipv.png,3
weeds/DSC01620_geotag_ROI_62.png,0
betterave/001449__rot-180.png,2
betterave/000621__fliph.png,2
hors_type/DSC01602_geotag_ROI_19__fliph.png,1
betterave/000608__fliph.png,2
hors_type/DSC01611_geotag_ROI_3.png,1
weeds/DSC01491_geotag_ROI_5.png,0
hors_type/DSC01585_geotag_ROI_4__flipv.png,1
weeds/DSC01616_geotag_ROI_28.png,0
weeds/DSC01619_geotag_ROI_61.png,0
persil/000165.png,3
hors_type/DSC01488_geotag_ROI_25__fliph.png,1
betterave/001835__rot90.png,2
persil/001022.png,3
epinard/001297.png,4
hors_type/DSC01521_geotag_ROI_15__rot-90.png,1
betterave/000796__fliph.png,2
persil/001476__flipv.png,3
betterave/000951.png,2
epinard/000732__fliph.png,4
epinard/000655.png,4
persil/001612.png,3
betterave/000750__flipv.png,2
hors_type/DSC01541_geotag_ROI_6__flipv.png,1
persil/000980.png,3
persil/000728__flipv.png,3
betterave/002026__fliph.png,2
persil/000153__flipv.png,3
weeds/DSC01605_geotag_ROI_525.png,0
hors_type/DSC01623_geotag_ROI_76__rot90.png,1
persil/000058.png,3
persil/000173.png,3
hors_type/DSC01629_geotag_ROI_39__rot-90.png,1
persil/000494.png,3
weeds/DSC01526_geotag_ROI_1.png,0
persil/000955.png,3
hors_type/DSC01488_geotag_ROI_31__rot90.png,1
betterave/000481__flipv.png,2
betterave/001572__fliph.png,2
weeds/DSC01603_geotag_ROI_55.png,0
betterave/001330__flipv.png,2
persil/001810.png,3
hors_type/DSC01544_geotag_ROI_12.png,1
weeds/018710.png,0
betterave/000264__flipv.png,2
epinard/000056__flipv.png,4
betterave/000477__rot-180.png,2
persil/000448__flipv.png,3
persil/001148.png,3
persil/001274.png,3
persil/001059__flipv.png,3
hors_type/DSC01608_geotag_ROI_3__flipv.png,1
betterave/000802__fliph.png,2
betterave/000938__flipv.png,2
persil/001624__flipv.png,3
betterave/001513__fliph.png,2
epinard/001153__flipv.png,4
epinard/000208__flipv.png,4
hors_type/DSC01506_geotag_ROI_18__flipv.png,1
betterave/000893__fliph.png,2
persil/001016.png,3
weeds/DSC01558_geotag_ROI_7.png,0
betterave/000799__rot-180.png,2
weeds/DSC01562_geotag_ROI_33.png,0
epinard/000351__fliph.png,4
hors_type/DSC01579_geotag_ROI_1__rot-90.png,1
hors_type/DSC01643_geotag_ROI_8__flipv.png,1
weeds/DSC01517_geotag_ROI_22.png,0
weeds/DSC01605_geotag_ROI_323.png,0
epinard/001152.png,4
weeds/DSC01525_geotag_ROI_7.png,0
epinard/001278__flipv.png,4
betterave/001859__flipv.png,2
betterave/000766__rot-180.png,2
betterave/001685__fliph.png,2
epinard/000429__flipv.png,4
weeds/DSC01598_geotag_ROI_2.png,0
